Wall time,Step,Value
1651558208.369917,250,31.404537200927734
1651558214.407558,300,36.076900482177734
1651558236.878583,500,29.309524536132812
1651558242.270671,550,29.09110450744629
1651558254.342389,650,42.210914611816406
1651558261.195716,700,352.8177185058594
1651558266.887231,750,69.41797637939453
1651558278.243933,850,221.18487548828125
1651558284.816778,900,48.27651596069336
1651558289.464028,950,51.086524963378906
1651558295.680405,1000,33.02042007446289
1651558320.187725,1200,61.38801574707031
1651558370.961383,1650,204.32252502441406
1651558376.962122,1700,228.11322021484375
1651558387.592138,1800,87.52681732177734
1651558403.67098,1950,159.30747985839844
1651558410.324823,2000,164.15328979492188
1651558422.596226,2100,101.46514129638672
1651558434.210004,2200,224.59864807128906
1651558439.264178,2250,144.41932678222656
1651558451.948623,2350,241.68894958496094
1651558464.191474,2450,156.90866088867188
1651558470.028673,2500,333.4359436035156
1651558488.521778,2650,263.6134338378906
1651558494.892588,2700,64.43099212646484
1651558500.973318,2750,330.50579833984375
1651558507.564012,2800,450.2723693847656
1651558512.948387,2850,61.31489562988281
1651558531.954678,3000,171.8907928466797
1651558538.149427,3050,145.43267822265625
1651558551.622168,3150,384.333251953125
1651558563.65847,3250,54.40461349487305
1651558570.414349,3300,53.098716735839844
1651558575.952702,3350,373.09368896484375
1651558582.253522,3400,276.9459533691406
1651558600.020454,3550,86.82298278808594
1651558606.784518,3600,152.6131591796875
1651558613.033899,3650,616.610595703125
1651558619.900955,3700,128.11380004882812
1651558633.315162,3800,271.17657470703125
1651558651.657975,3950,161.06654357910156
1651558684.173323,4200,240.56689453125
1651558690.191694,4250,185.26939392089844
1651558696.568419,4300,144.08438110351562
1651558702.974008,4350,187.9578399658203
1651558710.332171,4400,367.8435974121094
1651558716.805459,4450,596.010498046875
1651558750.227687,4700,490.0968933105469
1651558801.923858,5100,188.81582641601562
1651558822.451706,5250,626.6044921875
1651558829.052392,5300,316.38531494140625
1651558872.52864,5650,315.7529296875
1651558892.65251,5800,633.286376953125
1651558903.638021,5900,202.2630157470703
1651558910.318629,5950,602.2858276367188
1651558916.542046,6000,167.87484741210938
1651558941.067438,6200,195.43560791015625
1651558946.612494,6250,445.7193603515625
1651558954.790279,6300,665.8995971679688
1651558975.404565,6450,682.921142578125
1651558983.005438,6500,753.4805297851562
1651559001.856319,6650,413.19970703125
1651559028.234978,6850,666.14306640625
1651559041.498698,6950,746.022216796875
1651559054.240938,7050,306.90069580078125
1651559060.732472,7100,190.7883758544922
1651559067.019649,7150,393.8753356933594
1651559073.985876,7200,267.6749572753906
1651559097.495579,7400,471.366943359375
1651559109.71873,7500,576.1234130859375
1651559129.288162,7650,566.81787109375
1651559135.64661,7700,339.29364013671875
1651559141.422502,7750,342.35174560546875
1651559154.712385,7850,332.8586120605469
1651559161.208074,7900,362.8128356933594
1651559167.907259,7950,688.2839965820312
1651559186.9016,8100,366.2047424316406
1651559201.132044,8200,473.74847412109375
1651559207.176315,8250,454.9934997558594
1651559222.260138,8350,792.1922607421875
1651559229.475148,8400,254.15762329101562
1651559248.361917,8550,944.3818359375
1651559282.379457,8800,566.3616333007812
1651559289.532855,8850,1147.6998291015625
1651559296.127219,8900,514.400390625
1651559308.672102,9000,526.9174194335938
1651559313.793211,9050,458.8559265136719
1651559326.709734,9150,393.234130859375
1651559339.086669,9250,549.3209228515625
1651559345.957319,9300,1195.816650390625
1651559351.399142,9350,475.7149963378906
1651559358.213633,9400,861.3980102539062
1651559370.549507,9500,497.9859313964844
1651559376.524721,9550,596.1387939453125
1651559420.556431,9900,526.30126953125
1651559445.017177,10100,552.8260498046875
1651559470.566007,10300,1084.8922119140625
1651559476.814689,10350,481.7500915527344
1651559482.923316,10400,613.6365966796875
1651559506.367655,10600,1047.13232421875
1651559524.10812,10750,927.675537109375
1651559543.308395,10900,444.2353515625
1651559549.334352,10950,617.1842041015625
1651559568.281942,11100,853.4830322265625
1651559574.529832,11150,1058.84814453125
1651559587.338899,11250,781.1148071289062
1651559593.519955,11300,856.461181640625
1651559599.694436,11350,571.2211303710938
1651559611.987349,11450,973.8722534179688
1651559617.952081,11500,777.3131103515625
1651559630.257184,11600,768.0961303710938
1651559636.202832,11650,617.0479736328125
1651559644.021427,11700,1089.758544921875
1651559662.713532,11850,634.2340087890625
1651559681.608624,12000,828.4680786132812
1651559710.603096,12250,649.9968872070312
1651559722.365013,12350,1082.6754150390625
1651559734.187257,12450,664.2896728515625
1651559740.596771,12500,791.47998046875
1651559770.257944,12750,1398.7174072265625
1651559788.173453,12900,819.2047119140625
1651559793.678742,12950,891.8320922851562
1651559800.348348,13000,858.597900390625
1651559806.242195,13050,1191.1461181640625
1651559819.604503,13150,1235.6390380859375
1651559844.960154,13350,920.3980712890625
1651559856.217264,13450,1445.308349609375
1651559869.879719,13550,938.5991821289062
1651559881.451478,13650,509.8782043457031
1651559912.019237,13900,986.4913940429688
1651559923.392594,14000,805.21240234375
1651559948.035158,14200,616.5939331054688
1651559979.560882,14450,895.738525390625
1651559993.76477,14550,1092.8453369140625
1651560001.865037,14600,772.046142578125
1651560020.529063,14750,1060.125
1651560034.156008,14850,1011.39404296875
1651560042.197808,14900,851.8287353515625
1651560048.359145,14950,614.7213134765625
1651560061.015962,15050,1097.6573486328125
1651560067.907607,15100,844.7697143554688
1651560074.198941,15150,1829.143798828125
1651560097.691226,15350,778.3599853515625
1651560104.284584,15400,1925.0863037109375
1651560118.492873,15500,799.8550415039062
1651560137.769353,15650,776.0007934570312
1651560162.794462,15850,1280.8765869140625
1651560169.240276,15900,953.1863403320312
1651560174.544493,15950,1101.237060546875
1651560180.996334,16000,1087.0791015625
1651560193.779808,16100,1209.762451171875
1651560211.552781,16250,876.0551147460938
1651560218.045989,16300,1376.7158203125
1651560222.570876,16350,1166.454833984375
1651560242.661819,16500,1079.1650390625
1651560248.289158,16550,1312.156005859375
1651560260.687999,16650,1421.3216552734375
1651560298.390754,16950,1988.5819091796875
1651560311.084873,17050,704.950439453125
1651560330.076749,17200,1340.476806640625
1651560335.872206,17250,1252.7515869140625
1651560348.89069,17350,860.1747436523438
1651560354.574503,17400,1457.446533203125
1651560383.866345,17650,898.2422485351562
1651560390.103907,17700,1144.302734375
1651560402.009496,17800,1821.747314453125
1651560415.410484,17900,1649.2286376953125
1651560420.444895,17950,769.489990234375
1651560426.200787,18000,1071.830322265625
1651560443.651854,18150,2475.059326171875
1651560450.333099,18200,1239.42724609375
1651560468.244669,18350,1368.9376220703125
1651560475.529384,18400,1600.9794921875
1651560488.105108,18500,1126.25732421875
1651560493.90528,18550,1015.677001953125
1651560507.114596,18650,952.5694580078125
1651560532.256135,18850,1874.841064453125
1651560538.812765,18900,1209.800048828125
1651560544.711281,18950,2653.355224609375
1651560556.636476,19050,1034.58349609375
1651560562.866346,19100,1063.7122802734375
1651560581.767677,19250,2487.7109375
1651560589.106093,19300,1584.7515869140625
1651560595.955858,19350,1468.738037109375
1651560601.621079,19400,1334.604736328125
1651560613.78582,19500,977.8919677734375
1651560619.911798,19550,1755.35693359375
1651560625.416195,19600,779.8800048828125
1651560631.371103,19650,2727.83447265625
1651560690.382502,20100,1818.840087890625
1651560696.316693,20150,2071.89599609375
1651560709.104215,20250,796.338134765625
1651560728.047714,20400,1122.86181640625
1651560769.118223,20750,990.4953002929688
1651560775.488616,20800,1604.786376953125
1651560801.209862,21000,1146.8382568359375
1651560806.807732,21050,1417.275634765625
1651560813.335592,21100,1050.1483154296875
1651560826.093753,21200,998.91650390625
1651560838.074536,21300,1014.65478515625
1651560863.036729,21500,944.6923217773438
1651560920.377513,21950,1020.0814819335938
1651560927.100038,22000,897.5452880859375
1651560933.281195,22050,1950.3883056640625
1651560939.472206,22100,1266.2989501953125
1651560951.760291,22200,1376.9647216796875
1651560955.947895,22250,2164.277099609375
1651560975.486018,22400,2654.228515625
1651560993.254127,22550,896.0965576171875
1651561042.991381,22900,1738.0723876953125
1651561049.290675,22950,1986.660888671875
1651561056.540143,23000,2072.914794921875
1651561062.217221,23050,1564.001220703125
1651561075.098539,23150,1787.034423828125
1651561082.220106,23200,2114.935546875
1651561089.008468,23250,2789.875244140625
1651561101.387251,23350,1000.3549194335938
1651561109.316186,23400,1681.9898681640625
1651561115.188569,23450,1352.258544921875
1651561129.398113,23550,1296.716552734375
1651561144.03269,23650,1641.7391357421875
1651561151.156495,23700,1516.4534912109375
1651561178.769062,23900,1747.2967529296875
1651561224.201634,24250,1572.72802734375
1651561243.769878,24400,2104.43798828125
1651561249.817667,24450,773.5745849609375
1651561263.54224,24550,1559.37548828125
1651561279.436014,24650,1340.9232177734375
1651561300.827058,24800,1231.9637451171875
1651561376.455459,25350,1475.89306640625
1651561396.40295,25500,926.4390869140625
1651561402.21017,25550,2001.467529296875
1651561408.910811,25600,1221.8388671875
1651561422.118994,25700,1850.0704345703125
1651561434.720766,25800,1272.533203125
1651561439.979139,25850,1204.142333984375
1651561453.897547,25950,1524.271240234375
1651561488.309634,26200,1545.5399169921875
1651561493.647288,26250,1769.7047119140625
1651561531.672388,26550,1330.0782470703125
1651561544.769849,26650,1979.4989013671875
1651561551.779659,26700,1717.2913818359375
1651561557.435209,26750,1363.384521484375
1651561564.614194,26800,1566.131103515625
1651561570.662287,26850,3143.318359375
1651561577.3687,26900,1835.20849609375
1651561582.749825,26950,1270.7249755859375
1651561589.361947,27000,1857.8260498046875
1651561594.741816,27050,1316.83935546875
1651561600.611127,27100,1777.909912109375
1651561614.281049,27200,1616.35888671875
1651561633.180411,27350,1691.6854248046875
1651561640.047179,27400,1348.4072265625
1651561647.0803,27450,3255.263916015625
1651561660.682386,27550,2063.95166015625
1651561687.014566,27750,1791.3935546875
1651561699.168501,27850,2521.343505859375
1651561711.707835,27950,1752.906005859375
1651561738.578955,28150,2222.872802734375
1651561744.782948,28200,1792.18408203125
1651561750.660986,28250,1266.99609375
1651561763.364367,28350,1544.838134765625
1651561775.222556,28450,1373.974365234375
1651561787.833254,28550,1898.8494873046875
1651561801.440968,28650,2228.3876953125
1651561809.067629,28700,3409.573486328125
1651561826.094486,28850,1445.989990234375
1651561837.550944,28950,1322.4991455078125
1651561843.915647,29000,1347.9283447265625
1651561849.953239,29050,2076.759521484375
1651561857.422926,29100,2116.228515625
1651561864.26667,29150,2614.19384765625
1651561871.370853,29200,1848.8453369140625
1651561883.283894,29300,1353.0650634765625
1651561888.908046,29350,2274.238525390625
1651561923.705598,29600,2389.340576171875
1651561929.169385,29650,1959.3642578125
1651561941.654107,29750,2934.2451171875
1651561948.790211,29800,1869.3056640625
1651561953.82785,29850,1867.1556396484375
1651561973.718594,30000,2111.101318359375
1651561987.886217,30100,1960.8043212890625
1651562000.184356,30200,1863.6273193359375
1651562015.253133,30300,2730.50390625
1651562028.178224,30400,2808.9228515625
1651562043.244792,30500,2360.534912109375
1651562049.71866,30550,2356.1923828125
1651562057.190589,30600,1908.54638671875
1651562076.21911,30750,2757.1025390625
1651562105.612502,30950,3120.20947265625
1651562113.331991,31000,2470.645263671875
1651562126.287809,31100,1647.5606689453125
1651562132.903216,31150,3768.310546875
1651562146.935836,31250,2003.4910888671875
1651562175.478224,31450,2307.03662109375
1651562213.402021,31700,2812.810302734375
1651562258.77052,32050,1481.447509765625
1651562265.484501,32100,1720.0791015625
1651562279.936548,32200,2421.250732421875
1651562286.678208,32250,1870.6749267578125
1651562293.822674,32300,2749.332275390625
1651562299.437089,32350,2094.81982421875
1651562306.922127,32400,2649.595458984375
1651562312.572633,32450,2557.95458984375
1651562325.189626,32550,1907.8009033203125
1651562332.111504,32600,2032.0687255859375
1651562357.661655,32800,2523.17578125
1651562363.232659,32850,2690.3212890625
1651562375.038458,32950,3544.01904296875
