Wall time,Step,Value
1651558208.36993,250,0.0
1651558214.407568,300,0.0
1651558236.878795,500,0.0
1651558242.270881,550,0.0
1651558254.342402,650,0.0
1651558261.195727,700,0.6666666865348816
1651558266.887244,750,0.0
1651558278.243946,850,0.3333333432674408
1651558284.816789,900,0.0
1651558289.464064,950,0.0
1651558295.680456,1000,0.0
1651558320.187739,1200,0.0
1651558370.961703,1650,0.3333333432674408
1651558376.962136,1700,0.3333333432674408
1651558387.592169,1800,0.0
1651558403.671207,1950,0.0
1651558410.324869,2000,0.3333333432674408
1651558422.596238,2100,0.0
1651558434.210027,2200,0.3333333432674408
1651558439.264208,2250,0.0
1651558451.948638,2350,0.6666666865348816
1651558464.191518,2450,0.3333333432674408
1651558470.028686,2500,0.3333333432674408
1651558488.521791,2650,0.6666666865348816
1651558494.892603,2700,0.0
1651558500.97333,2750,0.3333333432674408
1651558507.564037,2800,0.6666666865348816
1651558512.948426,2850,0.0
1651558531.954724,3000,0.3333333432674408
1651558538.149467,3050,0.3333333432674408
1651558551.622189,3150,1.0
1651558563.658521,3250,0.0
1651558570.414361,3300,0.0
1651558575.95274,3350,0.3333333432674408
1651558582.253533,3400,0.3333333432674408
1651558600.020466,3550,0.0
1651558606.784535,3600,0.3333333432674408
1651558613.033913,3650,1.0
1651558619.901171,3700,0.3333333432674408
1651558633.315178,3800,0.3333333432674408
1651558651.658029,3950,0.6666666865348816
1651558684.173364,4200,0.3333333432674408
1651558690.191973,4250,0.3333333432674408
1651558696.568445,4300,0.3333333432674408
1651558702.97407,4350,0.6666666865348816
1651558710.332466,4400,1.0
1651558716.805471,4450,1.0
1651558750.227699,4700,1.0
1651558801.924052,5100,0.3333333432674408
1651558822.45172,5250,1.6666666269302368
1651558829.052417,5300,0.3333333432674408
1651558872.528699,5650,0.0
1651558892.652528,5800,2.0
1651558903.638034,5900,0.0
1651558910.318643,5950,1.3333333730697632
1651558916.542085,6000,0.3333333432674408
1651558941.067496,6200,0.0
1651558946.612546,6250,0.3333333432674408
1651558954.790325,6300,2.0
1651558975.404612,6450,1.6666666269302368
1651558983.00545,6500,2.0
1651559001.856355,6650,0.6666666865348816
1651559028.235028,6850,1.3333333730697632
1651559041.498994,6950,1.6666666269302368
1651559054.24095,7050,0.6666666865348816
1651559060.732486,7100,0.0
1651559067.019658,7150,0.6666666865348816
1651559073.985895,7200,0.6666666865348816
1651559097.495778,7400,0.6666666865348816
1651559109.718793,7500,1.0
1651559129.288207,7650,1.6666666269302368
1651559135.646646,7700,0.3333333432674408
1651559141.422563,7750,1.3333333730697632
1651559154.712395,7850,0.6666666865348816
1651559161.208133,7900,0.3333333432674408
1651559167.907311,7950,2.0
1651559186.901613,8100,0.3333333432674408
1651559201.132069,8200,1.6666666269302368
1651559207.176363,8250,0.6666666865348816
1651559222.26016,8350,2.3333332538604736
1651559229.475169,8400,0.6666666865348816
1651559248.361942,8550,1.6666666269302368
1651559282.37951,8800,0.6666666865348816
1651559289.532867,8850,3.3333332538604736
1651559296.12743,8900,0.6666666865348816
1651559308.672158,9000,1.3333333730697632
1651559313.793244,9050,0.0
1651559326.709781,9150,0.6666666865348816
1651559339.086868,9250,0.3333333432674408
1651559345.957373,9300,2.0
1651559351.399166,9350,0.6666666865348816
1651559358.213646,9400,0.6666666865348816
1651559370.549563,9500,0.6666666865348816
1651559376.524733,9550,1.3333333730697632
1651559420.556674,9900,1.6666666269302368
1651559445.017377,10100,1.0
1651559470.566064,10300,1.0
1651559476.814708,10350,1.6666666269302368
1651559482.923331,10400,0.3333333432674408
1651559506.367714,10600,1.0
1651559524.108153,10750,0.0
1651559543.308432,10900,0.3333333432674408
1651559549.334363,10950,1.3333333730697632
1651559568.281955,11100,2.0
1651559574.529857,11150,2.6666667461395264
1651559587.338959,11250,0.6666666865348816
1651559593.520012,11300,0.0
1651559599.694462,11350,1.6666666269302368
1651559611.987362,11450,1.6666666269302368
1651559617.952091,11500,1.0
1651559630.257222,11600,2.3333332538604736
1651559636.202845,11650,1.6666666269302368
1651559644.021736,11700,3.6666667461395264
1651559662.713551,11850,2.3333332538604736
1651559681.608759,12000,2.0
1651559710.603109,12250,1.0
1651559722.365066,12350,0.3333333432674408
1651559734.187283,12450,0.3333333432674408
1651559740.596784,12500,1.6666666269302368
1651559770.258147,12750,1.3333333730697632
1651559788.173467,12900,0.3333333432674408
1651559793.678799,12950,0.0
1651559800.348381,13000,0.3333333432674408
1651559806.242324,13050,0.6666666865348816
1651559819.604515,13150,4.0
1651559844.960191,13350,0.0
1651559856.217322,13450,0.3333333432674408
1651559869.879729,13550,3.3333332538604736
1651559881.451531,13650,0.6666666865348816
1651559912.019271,13900,0.0
1651559923.392607,14000,2.3333332538604736
1651559948.035195,14200,0.6666666865348816
1651559979.560894,14450,2.6666667461395264
1651559993.764802,14550,3.3333332538604736
1651560001.865047,14600,3.0
1651560020.529097,14750,1.6666666269302368
1651560034.156052,14850,4.666666507720947
1651560042.19782,14900,3.6666667461395264
1651560048.359205,14950,1.6666666269302368
1651560061.01602,15050,0.3333333432674408
1651560067.907618,15100,2.3333332538604736
1651560074.198996,15150,1.6666666269302368
1651560097.691236,15350,0.6666666865348816
1651560104.284721,15400,0.6666666865348816
1651560118.493079,15500,2.0
1651560137.769365,15650,1.6666666269302368
1651560162.794485,15850,3.6666667461395264
1651560169.24034,15900,0.6666666865348816
1651560174.544543,15950,1.6666666269302368
1651560180.996365,16000,0.0
1651560193.779823,16100,1.3333333730697632
1651560211.552998,16250,1.6666666269302368
1651560218.046023,16300,1.0
1651560222.570889,16350,0.0
1651560242.661854,16500,3.0
1651560248.289192,16550,1.6666666269302368
1651560260.688032,16650,0.3333333432674408
1651560298.390812,16950,0.6666666865348816
1651560311.084886,17050,1.6666666269302368
1651560330.076798,17200,2.3333332538604736
1651560335.87226,17250,0.0
1651560348.890702,17350,1.0
1651560354.574558,17400,0.0
1651560383.866379,17650,1.6666666269302368
1651560390.104102,17700,0.0
1651560402.009625,17800,2.3333332538604736
1651560415.410538,17900,4.666666507720947
1651560420.444908,17950,1.0
1651560426.2008,18000,0.0
1651560443.651906,18150,0.0
1651560450.333156,18200,0.3333333432674408
1651560468.244697,18350,1.6666666269302368
1651560475.529421,18400,3.3333332538604736
1651560488.105124,18500,0.6666666865348816
1651560493.905305,18550,2.6666667461395264
1651560507.114628,18650,5.0
1651560532.256146,18850,0.3333333432674408
1651560538.81279,18900,0.3333333432674408
1651560544.711326,18950,0.6666666865348816
1651560556.636679,19050,0.3333333432674408
1651560562.866693,19100,1.6666666269302368
1651560581.767689,19250,3.0
1651560589.106136,19300,5.0
1651560595.955904,19350,5.0
1651560601.621134,19400,0.0
1651560613.785872,19500,2.3333332538604736
1651560619.911809,19550,3.3333332538604736
1651560625.416223,19600,0.0
1651560631.371113,19650,3.6666667461395264
1651560690.382553,20100,2.3333332538604736
1651560696.316892,20150,3.0
1651560709.10423,20250,2.6666667461395264
