0,-49.81707317073171,0.0
50,119.89473684210526,0.0
100,137.72222222222223,0.05555555555555555
150,161.3125,0.0
200,145.88235294117646,0.0
250,161.3125,0.0
300,161.3125,0.0
350,178.8,0.0
400,185.46666666666667,0.06666666666666667
450,161.3125,0.0
500,220.21428571428572,0.21428571428571427
550,205.92857142857142,0.07142857142857142
600,185.46666666666667,0.06666666666666667
650,185.46666666666667,0.06666666666666667
700,205.92857142857142,0.07142857142857142
750,213.07142857142858,0.14285714285714285
800,213.07142857142858,0.14285714285714285
850,198.78571428571428,0.0
900,178.8,0.0
950,198.8,0.2
1000,213.07142857142858,0.14285714285714285
1050,213.07142857142858,0.14285714285714285
1100,260.3076923076923,0.38461538461538464
1150,198.78571428571428,0.0
1200,205.92857142857142,0.07142857142857142
1250,220.21428571428572,0.21428571428571427
1300,180.0625,0.1875
1350,220.21428571428572,0.21428571428571427
1400,227.35714285714286,0.2857142857142857
1450,185.4,0.13333333333333333
1500,227.35714285714286,0.2857142857142857
1550,268.0,0.46153846153846156
1600,192.13333333333333,0.13333333333333333
1650,213.07142857142858,0.14285714285714285
1700,192.13333333333333,0.13333333333333333
1750,220.21428571428572,0.21428571428571427
1800,185.46666666666667,0.06666666666666667
1850,213.07142857142858,0.14285714285714285
1900,244.92307692307693,0.23076923076923078
1950,227.35714285714286,0.2857142857142857
2000,220.21428571428572,0.21428571428571427
2050,213.07142857142858,0.14285714285714285
2100,260.3076923076923,0.38461538461538464
2150,252.6153846153846,0.3076923076923077
2200,229.53846153846155,0.07692307692307693
2250,205.92857142857142,0.07142857142857142
2300,237.23076923076923,0.15384615384615385
2350,227.35714285714286,0.2857142857142857
2400,213.07142857142858,0.14285714285714285
2450,213.07142857142858,0.14285714285714285
2500,213.07142857142858,0.14285714285714285
2550,227.35714285714286,0.2857142857142857
2600,220.21428571428572,0.21428571428571427
2650,220.21428571428572,0.21428571428571427
2700,268.0,0.46153846153846156
2750,275.6923076923077,0.5384615384615384
